ArrayTaskID	Sample	Smoothing_window
   210	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810005_CNVS-NORM-cfDNA-110027051-WGBS-Rep1.hg38.bed	200
   211	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810006_CNVS-NORM-cfDNA-110027054-WGBS-Rep2.hg38.bed	200
   212	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810007_CNVS-NORM-cfDNA-110029639-WGBS-Rep1.hg38.bed	200
   213	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810008_CNVS-NORM-cfDNA-110029979-WGBS-Rep1.hg38.bed	200
   214	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810009_CNVS-NORM-cfDNA-110032739-WGBS-Rep1.hg38.bed	200
   215	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810010_CNVS-NORM-cfDNA-110032789-WGBS-Rep1.hg38.bed	200
   216	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810011_CNVS-NORM-cfDNA-110033253-WGBS-Rep1.hg38.bed	200
   217	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810012_CNVS-NORM-cfDNA-110033397-WGBS-Rep1.hg38.bed	200
   218	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810013_CNVS-NORM-cfDNA-110033577-WGBS-Rep1.hg38.bed	200
   219	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810014_CNVS-NORM-cfDNA-110033633-WGBS-Rep1.hg38.bed	200
   220	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810015_CNVS-NORM-cfDNA-110033727-WGBS-Rep1.hg38.bed	200
   221	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810016_CNVS-NORM-cfDNA-110033745-WGBS-Rep1.hg38.bed	200
   222	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810017_CNVS-NORM-cfDNA-110033746-WGBS-Rep1.hg38.bed	200
   223	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810018_CNVS-NORM-cfDNA-110033750-WGBS-Rep1.hg38.bed	200
   224	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810019_CNVS-NORM-cfDNA-110033907-WGBS-Rep1.hg38.bed	200
   225	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810020_CNVS-NORM-cfDNA-110033912-WGBS-Rep1.hg38.bed	200
   226	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810021_CNVS-NORM-cfDNA-110033933-WGBS-Rep1.hg38.bed	200
   227	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810022_CNVS-NORM-cfDNA-110036059-WGBS-Rep1.hg38.bed	200
   228	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810023_CNVS-NORM-cfDNA-110036107-WGBS-Rep1.hg38.bed	200
   229	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810024_CNVS-NORM-cfDNA-110036138-WGBS-Rep1.hg38.bed	200
   230	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810025_CNVS-NORM-cfDNA-110036152-WGBS-Rep1.hg38.bed	200
   231	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810026_CNVS-NORM-WBC-110000263-WGBS-Rep1.hg38.bed	200
   232	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810027_CNVS-NORM-WBC-110000264-WGBS-Rep1.hg38.bed	200
   233	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810028_CNVS-NORM-WBC-110027051-WGBS-Rep1.hg38.bed	200
   234	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810029_CNVS-NORM-WBC-110027054-WGBS-Rep1.hg38.bed	200
   235	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810030_CNVS-NORM-WBC-110029639-WGBS-Rep1.hg38.bed	200
   236	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810031_CNVS-NORM-WBC-110029979-WGBS-Rep1.hg38.bed	200
   237	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810032_CNVS-NORM-WBC-110032739-WGBS-Rep1.hg38.bed	200
   238	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810033_CNVS-NORM-WBC-110032789-WGBS-Rep1.hg38.bed	200
   239	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810034_CNVS-NORM-WBC-110033253-WGBS-Rep1.hg38.bed	200
   240	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810035_CNVS-NORM-WBC-110033397-WGBS-Rep1.hg38.bed	200
   241	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810036_CNVS-NORM-WBC-110033577-WGBS-Rep1.hg38.bed	200
   242	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810037_CNVS-NORM-WBC-110033633-WGBS-Rep1.hg38.bed	200
   243	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810038_CNVS-NORM-WBC-110033727-WGBS-Rep1.hg38.bed	200
   244	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810039_CNVS-NORM-WBC-110033745-WGBS-Rep1.hg38.bed	200
   245	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810040_CNVS-NORM-WBC-110033746-WGBS-Rep1.hg38.bed	200
   246	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810041_CNVS-NORM-WBC-110033750-WGBS-Rep1.hg38.bed	200
   247	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810042_CNVS-NORM-WBC-110033907-WGBS-Rep1.hg38.bed	200
   248	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810043_CNVS-NORM-WBC-110033912-WGBS-Rep1.hg38.bed	200
   249	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810044_CNVS-NORM-WBC-110033933-WGBS-Rep1.hg38.bed	200
   250	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810045_CNVS-NORM-WBC-110036059-WGBS-Rep1.hg38.bed	200
   251	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810046_CNVS-NORM-WBC-110036107-WGBS-Rep1.hg38.bed	200
   252	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810047_CNVS-NORM-WBC-110036138-WGBS-Rep1.hg38.bed	200
   253	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810048_CNVS-NORM-WBC-110036152-WGBS-Rep1.hg38.bed	200
254	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652176_Adipocytes-Z000000T7.hg38.bed	1000
255	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652177_Adipocytes-Z000000T9.hg38.bed	1000
256	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652178_Adipocytes-Z000000T5.hg38.bed	1000
257	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652179_Aorta-Endothel-Z00000422.hg38.bed	1000
258	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652180_Aorta-Endothel-Z0000043G.hg38.bed	1000
259	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652181_Saphenous-Vein-Endothel-Z000000RM.hg38.bed	1000
260	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652182_Saphenous-Vein-Endothel-Z000000S7.hg38.bed	1000
261	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652183_Saphenous-Vein-Endothel-Z000000SB.hg38.bed	1000
262	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652184_Kidney-Glomerular-Endothel-Z000000Q5.hg38.bed	1000
263	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652185_Kidney-Glomerular-Endothel-Z00000443.hg38.bed	1000
264	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652186_Kidney-Glomerular-Endothel-Z0000045J.hg38.bed	1000
265	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652187_Kidney-Tubular-Endothel-Z000000PX.hg38.bed	1000
266	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652188_Kidney-Tubular-Endothel-Z000000Q3.hg38.bed	1000
267	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38.bed	1000
268	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652190_Liver-Endothelium-Z000000RB.hg38.bed	1000
269	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652191_Lung-Alveolar-Endothel-Z000000Q1.hg38.bed	1000
270	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652192_Lung-Alveolar-Endothel-Z000000QK.hg38.bed	1000
271	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652193_Lung-Alveolar-Endothel-Z0000045H.hg38.bed	1000
272	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652194_Pancreas-Endothel-Z0000042D.hg38.bed	1000
273	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652195_Pancreas-Endothel-Z0000042X.hg38.bed	1000
274	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652196_Pancreas-Endothel-Z00000430.hg38.bed	1000
275	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652197_Pancreas-Islet-Endothel-Z0000042Y.hg38.bed	1000
276	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652198_Colon-Fibroblasts-Z0000042A.hg38.bed	1000
277	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652199_Colon-Fibroblasts-Z0000042C.hg38.bed	1000
278	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652200_Heart-Fibroblasts-Z0000043R.hg38.bed	1000
279	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652201_Heart-Fibroblasts-Z0000041V.hg38.bed	1000
280	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652202_Heart-Fibroblasts-Z0000041W.hg38.bed	1000
281	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652203_Heart-Fibroblasts-Z0000041X.hg38.bed	1000
282	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652204_Dermal-Fibroblasts-Z00000423.hg38.bed	1000
283	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652205_Skeletal-Muscle-Z00000427.hg38.bed	1000
284	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652206_Skeletal-Muscle-Z00000429.hg38.bed	1000
285	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38.bed	1000
286	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652208_Coronary-Artery-Smooth-Muscle-Z00000420.hg38.bed	1000
287	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652209_Bladder-Smooth-Muscle-Z0000041Z.hg38.bed	1000
288	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652210_Prostate-Smooth-Muscle-Z0000041Y.hg38.bed	1000
289	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652211_Lung-Bronchus-Smooth-Muscle-Z00000421.hg38.bed	1000
290	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652212_Heart-Cardiomyocyte-Z0000044G.hg38.bed	1000
291	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652213_Heart-Cardiomyocyte-Z0000044K.hg38.bed	1000
292	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652214_Heart-Cardiomyocyte-Z0000044N.hg38.bed	1000
293	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38.bed	1000
294	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652216_Heart-Cardiomyocyte-Z0000044Q.hg38.bed	1000
295	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652217_Heart-Cardiomyocyte-Z0000044R.hg38.bed	1000
296	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38.bed	1000
297	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652219_Oligodendrocytes-Z000000TK.hg38.bed	1000
298	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652220_Oligodendrocytes-Z0000042E.hg38.bed	1000
299	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652221_Oligodendrocytes-Z0000042L.hg38.bed	1000
300	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652222_Oligodendrocytes-Z0000042N.hg38.bed	1000
301	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652223_Cortex-Neuron-Z000000TF.hg38.bed	1000
302	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652224_Neuron-Z000000TH.hg38.bed	1000
303	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652225_Cortex-Neuron-Z0000042F.hg38.bed	1000
304	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652226_Cortex-Neuron-Z0000042H.hg38.bed	1000
305	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652227_Cortex-Neuron-Z0000042J.hg38.bed	1000
306	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652228_Cortex-Neuron-Z0000042M.hg38.bed	1000
307	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652229_Cortex-Neuron-Z0000042P.hg38.bed	1000
308	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652230_Cortex-Neuron-Z0000042K.hg38.bed	1000
309	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652231_Cerebellum-Neuron-Z000000TB.hg38.bed	1000
310	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652232_Cortex-Neuron-Z000000TD.hg38.bed	1000
311	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652233_Liver-Hepatocytes-Z000000R3.hg38.bed	1000
312	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652234_Liver-Hepatocytes-Z000000T3.hg38.bed	1000
313	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652235_Liver-Hepatocytes-Z0000043Q.hg38.bed	1000
314	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652236_Liver-Hepatocytes-Z0000044H.hg38.bed	1000
315	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652237_Liver-Hepatocytes-Z0000044M.hg38.bed	1000
316	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652238_Liver-Hepatocytes-Z00000431.hg38.bed	1000
317	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652239_Pancreas-Duct-Z0000043T.hg38.bed	1000
318	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652240_Pancreas-Duct-Z0000043U.hg38.bed	1000
319	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652241_Pancreas-Duct-Z0000043V.hg38.bed	1000
320	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652242_Pancreas-Duct-Z000000QZ.hg38.bed	1000
321	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652243_Pancreas-Acinar-Z000000QX.hg38.bed	1000
322	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652244_Pancreas-Acinar-Z0000043W.hg38.bed	1000
323	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652245_Pancreas-Acinar-Z0000043X.hg38.bed	1000
324	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652246_Pancreas-Acinar-Z0000043Y.hg38.bed	1000
325	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652247_Pancreas-Delta-Z00000451.hg38.bed	1000
326	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652248_Pancreas-Delta-Z00000454.hg38.bed	1000
327	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652249_Pancreas-Delta-Z00000457.hg38.bed	1000
328	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652250_Pancreas-Beta-Z00000452.hg38.bed	1000
329	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652251_Pancreas-Beta-Z00000455.hg38.bed	1000
330	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652252_Pancreas-Beta-Z00000458.hg38.bed	1000
331	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652253_Pancreas-Alpha-Z00000453.hg38.bed	1000
332	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652254_Pancreas-Alpha-Z00000456.hg38.bed	1000
333	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652255_Pancreas-Alpha-Z00000459.hg38.bed	1000
334	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652256_Kidney-Glomerular-Epithelial-Z0000045K.hg38.bed	1000
335	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652257_Kidney-Glomerular-Epithelial-Z0000045L.hg38.bed	1000
336	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652258_Kidney-Tubular-Epithelial-Z000000QH.hg38.bed	1000
337	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652259_Kidney-Tubular-Epithelial-Z0000043Z.hg38.bed	1000
338	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652260_Kidney-Tubular-Epithelial-Z00000440.hg38.bed	1000
339	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652261_Kidney-Glomerular-Podocytes-Z0000042W.hg38.bed	1000
340	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652262_Kidney-Glomerular-Podocytes-Z00000441.hg38.bed	1000
341	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652263_Kidney-Glomerular-Podocytes-Z00000442.hg38.bed	1000
342	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652264_Thyroid-Epithelial-Z0000042S.hg38.bed	1000
343	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652265_Thyroid-Epithelial-Z0000042T.hg38.bed	1000
344	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652266_Thyroid-Epithelial-Z0000042U.hg38.bed	1000
345	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38.bed	1000
346	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652268_Fallopian-Epithelial-Z000000S9.hg38.bed	1000
347	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652269_Fallopian-Epithelial-Z000000UV.hg38.bed	1000
348	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652270_Ovary-Epithelial-Z000000QT.hg38.bed	1000
349	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652271_Endometrium-Epithelial-Z00000434.hg38.bed	1000
350	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652272_Endometrium-Epithelial-Z00000435.hg38.bed	1000
351	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652273_Endometrium-Epithelial-Z0000043S.hg38.bed	1000
352	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38.bed	1000
353	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652275_Bone_marrow-Erythrocyte_progenitors-Z000000RH.hg38.bed	1000
354	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652276_Bone_marrow-Erythrocyte_progenitors-Z000000RK.hg38.bed	1000
355	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652277_Blood-T-CD3-Z000000TV.hg38.bed	1000
356	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652278_Blood-T-CD3-Z000000UP.hg38.bed	1000
357	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652279_Blood-T-CD4-Z000000TT.hg38.bed	1000
358	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652280_Blood-T-CD4-Z000000U7.hg38.bed	1000
359	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652281_Blood-T-CD4-Z000000UM.hg38.bed	1000
360	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652282_Blood-T-CD8-Z000000TR.hg38.bed	1000
361	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652283_Blood-T-CD8-Z000000U5.hg38.bed	1000
362	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652284_Blood-T-CD8-Z000000UK.hg38.bed	1000
363	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652285_Blood-T-CenMem-CD4-Z00000417.hg38.bed	1000
364	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652286_Blood-T-CenMem-CD4-Z0000041D.hg38.bed	1000
365	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652287_Blood-T-CenMem-CD4-Z0000041N.hg38.bed	1000
366	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652288_Blood-T-Eff-CD8-Z00000419.hg38.bed	1000
367	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652289_Blood-T-Eff-CD8-Z0000041F.hg38.bed	1000
368	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652290_Blood-T-Eff-CD8-Z0000041Q.hg38.bed	1000
369	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652291_Blood-T-EffMem-CD4-Z00000416.hg38.bed	1000
370	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652292_Blood-T-EffMem-CD4-Z0000041C.hg38.bed	1000
371	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652293_Blood-T-EffMem-CD4-Z0000041M.hg38.bed	1000
372	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652294_Blood-T-EffMem-CD8-Z0000041A.hg38.bed	1000
373	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652295_Blood-T-EffMem-CD8-Z0000041G.hg38.bed	1000
374	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652296_Blood-T-Naive-CD4-Z0000041E.hg38.bed	1000
375	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652297_Blood-T-Naive-CD8-Z0000041B.hg38.bed	1000
376	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652298_Blood-T-Naive-CD8-Z0000041H.hg38.bed	1000
377	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652299_Blood-NK-Z000000TM.hg38.bed	1000
378	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652300_Blood-NK-Z000000U1.hg38.bed	1000
379	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652301_Blood-NK-Z000000UF.hg38.bed	1000
380	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652302_Blood-Monocytes-Z000000TP.hg38.bed	1000
381	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652303_Blood-Monocytes-Z000000U3.hg38.bed	1000
382	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652304_Blood-Monocytes-Z000000UH.hg38.bed	1000
383	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652305_Colon-Macrophages-Z00000444.hg38.bed	1000
384	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652306_Colon-Macrophages-Z00000446.hg38.bed	1000
385	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652307_Liver-Macrophages-Z0000043P.hg38.bed	1000
386	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652308_Lung-Alveolar-Macrophages-Z00000448.hg38.bed	1000
387	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652309_Lung-Alveolar-Macrophages-Z0000044C.hg38.bed	1000
388	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652310_Lung-Interstitial-Macrophages-Z00000447.hg38.bed	1000
389	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652311_Lung-Interstitial-Macrophages-Z0000044D.hg38.bed	1000
390	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652312_Lung-Interstitial-Macrophages-Z0000044E.hg38.bed	1000
391	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652313_Blood-Granulocytes-Z000000TZ.hg38.bed	1000
392	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652314_Blood-Granulocytes-Z000000UD.hg38.bed	1000
393	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652315_Blood-Granulocytes-Z000000UT.hg38.bed	1000
394	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652316_Blood-B-Z000000TX.hg38.bed	1000
395	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652317_Blood-B-Z000000UB.hg38.bed	1000
396	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652318_Blood-B-Z000000UR.hg38.bed	1000
397	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652319_Blood-B-Mem-Z0000041J.hg38.bed	1000
398	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652320_Blood-B-Mem-Z0000041K.hg38.bed	1000
399	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652321_Epidermal-Keratinocytes-Z00000424.hg38.bed	1000
400	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF.hg38.bed	1000
401	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652323_Tonsil-Palatine-Epithelial-Z000000RP.hg38.bed	1000
402	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652324_Tonsil-Palatine-Epithelial-Z000000RR.hg38.bed	1000
403	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652325_Tonsil-Pharyngeal-Epithelial-Z000000Q9.hg38.bed	1000
404	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652326_Tonsil-Pharyngeal-Epithelial-Z000000S1.hg38.bed	1000
405	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652327_Tongue-Epithelial-Z000000QV.hg38.bed	1000
406	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652328_Tongue-Epithelial-Z00000449.hg38.bed	1000
407	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652329_Tongue-Epithelial-Z0000044F.hg38.bed	1000
408	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652330_Tongue_base-Epithelial-Z0000044B.hg38.bed	1000
409	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652331_Larynx-Epithelial-Z000000QB.hg38.bed	1000
410	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652332_Esophagus-Epithelial-Z000000PZ.hg38.bed	1000
411	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652333_Esophagus-Epithelial-Z00000426.hg38.bed	1000
412	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652334_Pharynx-Epithelial-Z0000044A.hg38.bed	1000
413	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652335_Lung-Bronchus-Epithelial-Z000000QD.hg38.bed	1000
